Record Date,State Name,Interest Rate Percent,Outstanding Advance Balance,Advance Authorization Current Month,Gross Advance Draws Current Month,Interest Accrued Fiscal Year to Date,Interest Paid Amount,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2020-11-20","Pennsylvania","2.40870090","617572170.44","300000000.00","51218228.09","0.00","0.00","18","2021","1","2020","4","11","20"
"2020-11-19","Maryland","2.40870090","0.00","100000000.00","0.00","0.00","0.00","11","2021","1","2020","4","11","19"
"2020-11-19","New Mexico","2.40870090","151559388.47","125000000.00","27491126.75","0.00","0.00","15","2021","1","2020","4","11","19"
"2020-11-19","Illinois","2.40870090","2781026839.82","889000000.00","163213935.05","0.00","0.00","7","2021","1","2020","4","11","19"
"2020-11-19","New York","2.40870090","8590236312.22","1000000000.00","265250989.91","0.00","0.00","16","2021","1","2020","4","11","19"
"2020-11-19","Louisiana","2.40870090","132974667.58","200000000.00","31723411.25","0.00","0.00","10","2021","1","2020","4","11","19"
"2020-11-19","Georgia","2.40870090","777499879.90","325000000.00","96500000.00","0.00","0.00","5","2021","1","2020","4","11","19"
"2020-11-19","Connecticut","2.40870090","402305886.47","150000000.00","7171345.03","0.00","0.00","3","2021","1","2020","4","11","19"
"2020-11-19","Colorado","2.40870090","572646716.64","500000000.00","72437730.60","0.00","0.00","2","2021","1","2020","4","11","19"
"2020-11-19","Massachusetts","2.40870090","1962854648.58","792000000.00","37713774.11","0.00","0.00","12","2021","1","2020","4","11","19"
"2020-11-19","California","2.40870090","16218458840.97","3500000000.00","1491000000.00","0.00","0.00","1","2021","1","2020","4","11","19"
"2020-11-19","Texas","2.40870090","5524839201.00","1300000000.00","270237914.61","0.00","0.00","19","2021","1","2020","4","11","19"
"2020-11-19","West Virginia","2.40870090","114190719.75","125000000.00","2489704.01","0.00","0.00","22","2021","1","2020","4","11","19"
"2020-11-19","Indiana","2.40870090","79780864.49","120000000.00","47418047.10","0.00","0.00","8","2021","1","2020","4","11","19"
"2020-11-19","Ohio","2.40870090","1143858996.50","400000000.00","13861000.00","0.00","0.00","17","2021","1","2020","4","11","19"
"2020-11-19","Hawaii","2.40870090","689001778.26","435000000.00","39824309.11","0.00","0.00","6","2021","1","2020","4","11","19"
"2020-11-19","Virgin Islands","2.40870090","80920100.52","6000000.00","2661527.00","0.00","0.00","21","2021","1","2020","4","11","19"
"2020-11-19","Virginia","2.40870090","67354746.00","160000000.00","0.00","0.00","0.00","20","2021","1","2020","4","11","19"
"2020-11-19","Kentucky","2.40870090","486984893.26","350000000.00","26446246.00","0.00","0.00","9","2021","1","2020","4","11","19"
"2020-11-19","Pennsylvania","2.40870090","617572170.44","300000000.00","51218228.09","0.00","0.00","18","2021","1","2020","4","11","19"
"2020-11-19","Delaware","2.40870090","32907572.03","32000000.00","3739596.89","0.00","0.00","4","2021","1","2020","4","11","19"
"2020-11-19","Minnesota","2.40870090","710557615.61","350000000.00","99644315.02","0.00","0.00","13","2021","1","2020","4","11","19"
"2020-11-19","New Jersey","2.40870090","458169528.83","600000000.00","151904000.00","0.00","0.00","14","2021","1","2020","4","11","19"
"2020-11-18","Virginia","2.40870090","67354746.00","160000000.00","0.00","0.00","0.00","20","2021","1","2020","4","11","18"
"2020-11-18","Kentucky","2.40870090","486984947.63","350000000.00","26446246.00","0.00","0.00","9","2021","1","2020","4","11","18"
"2020-11-18","New Mexico","2.40870090","147541474.60","125000000.00","23473212.88","0.00","0.00","15","2021","1","2020","4","11","18"
"2020-11-18","Indiana","2.40870090","78031781.25","120000000.00","44997827.85","0.00","0.00","8","2021","1","2020","4","11","18"
"2020-11-18","Connecticut","2.40870090","402305886.47","150000000.00","7171345.03","0.00","0.00","3","2021","1","2020","4","11","18"
"2020-11-18","Colorado","2.40870090","572646716.64","500000000.00","72437730.60","0.00","0.00","2","2021","1","2020","4","11","18"
"2020-11-18","Virgin Islands","2.40870090","80959708.15","6000000.00","2661527.00","0.00","0.00","21","2021","1","2020","4","11","18"
"2020-11-18","Maryland","2.40870090","0.00","100000000.00","0.00","0.00","0.00","11","2021","1","2020","4","11","18"
"2020-11-18","Massachusetts","2.40870090","1962854648.58","792000000.00","37713774.11","0.00","0.00","12","2021","1","2020","4","11","18"
"2020-11-18","Pennsylvania","2.40870090","617572170.44","300000000.00","51218228.09","0.00","0.00","18","2021","1","2020","4","11","18"
"2020-11-18","Delaware","2.40870090","32907572.03","32000000.00","3739596.89","0.00","0.00","4","2021","1","2020","4","11","18"
"2020-11-18","New Jersey","2.40870090","452161537.46","600000000.00","145704000.00","0.00","0.00","14","2021","1","2020","4","11","18"
"2020-11-18","New York","2.40870090","8581290850.27","1000000000.00","256305325.74","0.00","0.00","16","2021","1","2020","4","11","18"
"2020-11-18","Minnesota","2.40870090","706053776.26","350000000.00","93944315.02","0.00","0.00","13","2021","1","2020","4","11","18"
"2020-11-18","West Virginia","2.40870090","114190719.75","125000000.00","2489704.01","0.00","0.00","22","2021","1","2020","4","11","18"
"2020-11-18","Texas","2.40870090","5497225460.50","1300000000.00","242624174.11","0.00","0.00","19","2021","1","2020","4","11","18"
"2020-11-18","Hawaii","2.40870090","687686945.26","435000000.00","37509476.11","0.00","0.00","6","2021","1","2020","4","11","18"
"2020-11-18","California","2.40870090","16221472133.44","3500000000.00","1491000000.00","0.00","0.00","1","2021","1","2020","4","11","18"
"2020-11-18","Ohio","2.40870090","1141431996.50","400000000.00","11434000.00","0.00","0.00","17","2021","1","2020","4","11","18"
"2020-11-18","Illinois","2.40870090","2764198662.89","889000000.00","146385758.12","0.00","0.00","7","2021","1","2020","4","11","18"
"2020-11-18","Louisiana","2.40870090","131150454.31","200000000.00","29899197.98","0.00","0.00","10","2021","1","2020","4","11","18"
"2020-11-18","Georgia","2.40870090","772999879.90","325000000.00","92000000.00","0.00","0.00","5","2021","1","2020","4","11","18"
"2020-11-17","Delaware","2.40870090","32907572.03","32000000.00","3739596.89","0.00","0.00","4","2021","1","2020","4","11","17"
"2020-11-17","Louisana","2.40870090","129137207.08","200000000.00","27885950.75","0.00","0.00","10","2021","1","2020","4","11","17"
"2020-11-17","Massachusetts","2.40870090","1962854648.58","792000000.00","37713774.11","0.00","0.00","12","2021","1","2020","4","11","17"
"2020-11-17","Kentucky","2.40870090","486984947.63","350000000.00","26446246.00","0.00","0.00","9","2021","1","2020","4","11","17"
"2020-11-17","Minnesota","2.40870090","695583280.64","350000000.00","83123819.40","0.00","0.00","13","2021","1","2020","4","11","17"
"2020-11-17","California","2.40870090","16140685749.06","3500000000.00","1392000000.00","0.00","0.00","1","2021","1","2020","4","11","17"
"2020-11-17","Texas","2.40870090","5467156481.76","1300000000.00","212555195.37","0.00","0.00","19","2021","1","2020","4","11","17"
"2020-11-17","Connecticut","2.40870090","402305886.47","150000000.00","7171345.03","0.00","0.00","3","2021","1","2020","4","11","17"
"2020-11-17","Georgia","2.40870090","744499879.90","325000000.00","63500000.00","0.00","0.00","5","2021","1","2020","4","11","17"
"2020-11-17","Pennsylvania","2.40870090","617572170.44","300000000.00","51218228.09","0.00","0.00","18","2021","1","2020","4","11","17"
"2020-11-17","Indiana","2.40870090","76938957.48","120000000.00","43434379.78","0.00","0.00","8","2021","1","2020","4","11","17"
"2020-11-17","Illinois","2.40870090","2739259376.17","889000000.00","121446471.40","0.00","0.00","7","2021","1","2020","4","11","17"
"2020-11-17","Ohio","2.40870090","1139476996.50","400000000.00","9479000.00","0.00","0.00","17","2021","1","2020","4","11","17"
"2020-11-17","New Jersey","2.40870090","445859279.83","600000000.00","139308000.00","0.00","0.00","14","2021","1","2020","4","11","17"
"2020-11-17","New York","2.40870090","8568087280.42","1000000000.00","243099663.24","0.00","0.00","16","2021","1","2020","4","11","17"
"2020-11-17","Hawaii","2.40870090","684913585.36","435000000.00","34736116.21","0.00","0.00","6","2021","1","2020","4","11","17"
"2020-11-17","Virginia","2.40870090","67354746.00","160000000.00","0.00","0.00","0.00","20","2021","1","2020","4","11","17"
"2020-11-17","Virgin Islands","2.40870090","80108748.15","6000000.00","1810567.00","0.00","0.00","21","2021","1","2020","4","11","17"
"2020-11-17","Colorado","2.40870090","572646716.64","500000000.00","72437730.60","0.00","0.00","2","2021","1","2020","4","11","17"
"2020-11-17","West Virgina","2.40870090","114190719.75","125000000.00","2489704.01","0.00","0.00","22","2021","1","2020","4","11","17"
"2020-11-17","Maryland","2.40870090","0.00","100000000.00","0.00","0.00","0.00","11","2021","1","2020","4","11","17"
"2020-11-17","New Mexico","2.40870090","145775695.11","125000000.00","21707433.39","0.00","0.00","15","2021","1","2020","4","11","17"
"2020-11-16","Minnesota","2.40870090","685573843.86","350000000.00","72623819.40","0.00","0.00","13","2021","1","2020","4","11","16"
"2020-11-16","Maryland","2.40870090","0.00","100000000.00","0.00","0.00","0.00","11","2021","1","2020","4","11","16"
"2020-11-16","Hawaii","2.40870090","677721554.22","435000000.00","27544085.07","0.00","0.00","6","2021","1","2020","4","11","16"
"2020-11-16","Virgin Islands","2.40870090","80108748.15","6000000.00","1810567.00","0.00","0.00","21","2021","1","2020","4","11","16"
"2020-11-16","New Mexico","2.40870090","140285927.65","125000000.00","16217665.93","0.00","0.00","15","2021","1","2020","4","11","16"
"2020-11-16","Ohio","2.40870090","1139385996.50","400000000.00","9388000.00","0.00","0.00","17","2021","1","2020","4","11","16"
"2020-11-16","Kentucky","2.40870090","486984947.63","350000000.00","26446246.00","0.00","0.00","9","2021","1","2020","4","11","16"
"2020-11-16","Colorado","2.40870090","563674624.39","500000000.00","63465638.35","0.00","0.00","2","2021","1","2020","4","11","16"
"2020-11-16","Virginia","2.40870090","67354746.00","160000000.00","0.00","0.00","0.00","20","2021","1","2020","4","11","16"
"2020-11-16","West Virgina","2.40870090","114190719.75","125000000.00","2489704.01","0.00","0.00","22","2021","1","2020","4","11","16"
"2020-11-16","Connecticut","2.40870090","402305886.47","150000000.00","7171345.03","0.00","0.00","3","2021","1","2020","4","11","16"
"2020-11-16","Louisana","2.40870090","124152759.84","200000000.00","22901503.51","0.00","0.00","10","2021","1","2020","4","11","16"
"2020-11-16","New York","2.40870090","8544901055.69","1000000000.00","219173365.87","0.00","0.00","16","2021","1","2020","4","11","16"
"2020-11-16","Illinois","2.40870090","2706760437.08","889000000.00","88947532.31","0.00","0.00","7","2021","1","2020","4","11","16"
"2020-11-16","New Jersey","2.40870090","441059154.84","600000000.00","134263000.00","0.00","0.00","14","2021","1","2020","4","11","16"
"2020-11-16","Georgia","2.40870090","742499879.90","325000000.00","61500000.00","0.00","0.00","5","2021","1","2020","4","11","16"
"2020-11-16","Indiana","2.40870090","71800618.85","120000000.00","37668941.00","0.00","0.00","8","2021","1","2020","4","11","16"
"2020-11-16","Delaware","2.40870090","32907572.03","32000000.00","3739596.89","0.00","0.00","4","2021","1","2020","4","11","16"
"2020-11-16","Pennsylvania","2.40870090","617572170.44","300000000.00","51218228.09","0.00","0.00","18","2021","1","2020","4","11","16"
"2020-11-16","Texas","2.40870090","5433821206.44","1300000000.00","179219920.05","0.00","0.00","19","2021","1","2020","4","11","16"
"2020-11-16","Massachusetts","2.40870090","1962854648.58","792000000.00","37713774.11","0.00","0.00","12","2021","1","2020","4","11","16"
"2020-11-16","California","2.40870090","16094132555.29","3500000000.00","1329000000.00","0.00","0.00","1","2021","1","2020","4","11","16"
"2020-11-13","Virginia","2.40870090","67354746.00","160000000.00","0.00","0.00","0.00","20","2021","1","2020","4","11","13"
"2020-11-13","Hawaii","2.40870090","672992394.72","435000000.00","22814925.57","0.00","0.00","6","2021","1","2020","4","11","13"
"2020-11-13","Delaware","2.40870090","32223956.89","32000000.00","3055981.75","0.00","0.00","4","2021","1","2020","4","11","13"
"2020-11-13","New Mexico","2.40870090","138705187.87","125000000.00","14636926.15","0.00","0.00","15","2021","1","2020","4","11","13"
"2020-11-13","Maryland","2.40870090","0.00","100000000.00","0.00","0.00","0.00","11","2021","1","2020","4","11","13"
"2020-11-13","Virgin Islands","2.40870090","80108748.15","6000000.00","1810567.00","0.00","0.00","21","2021","1","2020","4","11","13"
"2020-11-13","Connecticut","2.40870090","402305886.47","150000000.00","7171345.03","0.00","0.00","3","2021","1","2020","4","11","13"
"2020-11-13","Texas","2.40870090","5420158362.01","1300000000.00","165557075.62","0.00","0.00","19","2021","1","2020","4","11","13"
"2020-11-13","Colorado","2.40870090","547986990.92","500000000.00","47778004.88","0.00","0.00","2","2021","1","2020","4","11","13"
"2020-11-13","Indiana","2.40870090","66502868.22","120000000.00","31864667.95","0.00","0.00","8","2021","1","2020","4","11","13"
"2020-11-13","Ohio","2.40870090","1139385996.50","400000000.00","9388000.00","0.00","0.00","17","2021","1","2020","4","11","13"
"2020-11-13","Louisana","2.40870090","118937980.71","200000000.00","17686724.38","0.00","0.00","10","2021","1","2020","4","11","13"
"2020-11-13","New York","2.40870090","8487799785.55","1000000000.00","161980239.50","0.00","0.00","16","2021","1","2020","4","11","13"
"2020-11-13","Minnesota","2.40870090","681498843.86","350000000.00","68523819.40","0.00","0.00","13","2021","1","2020","4","11","13"
"2020-11-13","Illinois","2.40870090","2701480878.97","889000000.00","83667974.20","0.00","0.00","7","2021","1","2020","4","11","13"
"2020-11-13","Georgia","2.40870090","737499879.90","325000000.00","56500000.00","0.00","0.00","5","2021","1","2020","4","11","13"
"2020-11-13","Pennsylvania","2.40870090","617572170.44","300000000.00","51218228.09","0.00","0.00","18","2021","1","2020","4","11","13"
"2020-11-13","California","2.40870090","15794311968.35","3500000000.00","1014000000.00","0.00","0.00","1","2021","1","2020","4","11","13"
"2020-11-13","New Jersey","2.40870090","417869934.84","600000000.00","111017000.00","0.00","0.00","14","2021","1","2020","4","11","13"
"2020-11-13","West Virgina","2.40870090","114190719.75","125000000.00","2489704.01","0.00","0.00","22","2021","1","2020","4","11","13"
"2020-11-13","Kentucky","2.40870090","486984947.63","350000000.00","26446246.00","0.00","0.00","9","2021","1","2020","4","11","13"
"2020-11-13","Massachusetts","2.40870090","1962854648.58","792000000.00","37713774.11","0.00","0.00","12","2021","1","2020","4","11","13"
"2020-11-12","Kentucky","2.40870090","486984947.63","350000000.00","26446246.00","0.00","0.00","9","2021","1","2020","4","11","12"
"2020-11-12","California","2.40870090","15760844031.36","3500000000.00","972000000.00","0.00","0.00","1","2021","1","2020","4","11","12"
"2020-11-12","Maryland","2.40870090","0.00","100000000.00","0.00","0.00","0.00","11","2021","1","2020","4","11","12"
"2020-11-12","Ohio","2.40870090","1139385996.50","400000000.00","9388000.00","0.00","0.00","17","2021","1","2020","4","11","12"
"2020-11-12","New York","2.40870090","8483323504.16","1000000000.00","157121419.89","0.00","0.00","16","2021","1","2020","4","11","12"
"2020-11-12","Indiana","2.40870090","66297719.96","120000000.00","30241152.87","0.00","0.00","8","2021","1","2020","4","11","12"
"2020-11-12","Hawaii","2.40870090","668963962.72","435000000.00","18786493.57","0.00","0.00","6","2021","1","2020","4","11","12"
"2020-11-12","Virginia","2.40870090","67354746.00","160000000.00","0.00","0.00","0.00","20","2021","1","2020","4","11","12"
"2020-11-12","Colorado","2.40870090","545451285.38","500000000.00","45242299.34","0.00","0.00","2","2021","1","2020","4","11","12"
"2020-11-12","Georgia","2.40870090","731499879.90","325000000.00","50500000.00","0.00","0.00","5","2021","1","2020","4","11","12"
